,event,date_played,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,Opening,myrating,hour,time_of_day,type of game
1709,Robatsch Arena,2020.04.08,Jay_1999,Mahesh2007,Won,2004,2,1727,-2,Jay_1999,2004,Mahesh2007,1727,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.04.08,2/10/2023 13:27,Standard,London System,2006,13,afternoon,afternoon
1710,Robatsch Arena,2020.04.08,Mahesh2007,Jay_1999,Won,1729,-2,2002,2,Jay_1999,2002,Mahesh2007,1729,Won against very high rated player,B10,Resignation/Checkmate,blitz,2020.04.08,2/10/2023 13:19,Standard,Caro-Kann Defense,2004,13,afternoon,afternoon
1711,Rated Blitz game,2020.04.08,Jay_1999,Blubla,Lost,2008,-6,1999,6,Blubla,1999,Jay_1999,2008,Lost against Similar Rating,A48,Time forfeit,blitz,2020.04.08,2/10/2023 10:55,Standard,"King's Indian, East Indian Defense",2008,10,morning,morning
1712,Rated Blitz game,2020.04.08,subrata456,Jay_1999,Lost,2062,5,2013,-5,subrata456,2062,Jay_1999,2013,Lost against Similar Rating,B13,Resignation/Checkmate,blitz,2020.04.08,2/10/2023 10:50,Standard,Caro-Kann Defense,2013,10,morning,morning
1713,Rated Blitz game,2020.04.07,Jay_1999,AleksShu,Won,2004,9,2157,-8,Jay_1999,2004,AleksShu,2157,Won against very high rated player,A40,Time forfeit,blitz,2020.04.07,2/10/2023 19:47,Standard,Queen's Pawn' Opening,2013,19,evening,evening
1714,Rated Blitz game,2020.04.07,Jay_1999,monejo,Lost,2010,-6,2008,6,monejo,2008,Jay_1999,2010,Lost against Similar Rating,A46,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 19:36,Standard,Queen's Pawn' Opening,2010,19,evening,evening
1715,Rated Blitz game,2020.04.07,AlfilAzul65,Jay_1999,Won,1991,-6,2004,6,Jay_1999,2004,AlfilAzul65,1991,Won against Similar Rating,B14,Time forfeit,blitz,2020.04.07,2/10/2023 19:27,Standard,Caro-Kann Defense,2010,19,evening,evening
1716,Rated Blitz game,2020.04.07,debbie_nancy,Jay_1999,Won,2014,-6,1998,6,Jay_1999,1998,debbie_nancy,2014,Won against Similar Rating,C02,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 19:21,Standard,French Defense,2004,19,evening,evening
1717,Rated Blitz game,2020.04.07,Jay_1999,tokiototokio,Won,1994,4,1898,-5,Jay_1999,1994,tokiototokio,1898,Won agaist high rated player,C00,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 19:15,Standard,French Defense,1998,19,evening,evening
1718,Rated Blitz game,2020.04.07,Mainz2,Jay_1999,Lost,2036,5,1999,-5,Mainz2,2036,Jay_1999,1999,Lost against Similar Rating,A01,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 18:00,Standard,Nimzovich-Larsen Attack,1999,18,evening,evening
1719,Rated Blitz game,2020.04.07,Thefighter-Vzla,Jay_1999,Lost,1922,7,2006,-7,Thefighter-Vzla,1922,Jay_1999,2006,Lost agaist high rated player,E10,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 17:55,Standard,Queen's Pawn' Opening,2006,17,afternoon,afternoon
1720,Daily Blitz Arena,2020.04.07,Jay_1999,aga20,Lost,2012,-6,2013,6,aga20,2013,Jay_1999,2012,Lost against Similar Rating,A40,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 17:48,Standard,Queen's Pawn' Opening,2012,17,afternoon,afternoon
1721,Daily Blitz Arena,2020.04.07,Jay_1999,BlazeCatz,Won,2011,1,1580,-1,Jay_1999,2011,BlazeCatz,1580,Won against very high rated player,B33,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 17:40,Standard,Sicillian Defense,2012,17,afternoon,afternoon
1722,Daily Blitz Arena,2020.04.07,cjvt_1256,Jay_1999,Won,1166,0,2011,0,Jay_1999,2011,cjvt_1256,1166,Won against very high rated player,B01,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 17:37,Standard,Scandinavian Defense,2011,17,afternoon,afternoon
1723,Dubois Arena,2020.04.07,Jay_1999,Pankaj27,Won,2010,1,1570,-1,Jay_1999,2010,Pankaj27,1570,Won against very high rated player,D32,Time forfeit,blitz,2020.04.07,2/10/2023 16:53,Standard,Queen's Gambit Declined,2011,16,afternoon,afternoon
1724,Dubois Arena,2020.04.07,Jay_1999,Jay04,Won,2010,0,1303,-1,Jay_1999,2010,Jay04,1303,Won against very high rated player,C62,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 16:49,Standard,Ruy Lopez (Spanish Opening),2010,16,afternoon,afternoon
1725,Dubois Arena,2020.04.07,rushil123123,Jay_1999,Won,2021,-6,2003,7,Jay_1999,2003,rushil123123,2021,Won against Similar Rating,B01,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 16:42,Standard,Scandinavian Defense,2010,16,afternoon,afternoon
1726,Dubois Arena,2020.04.07,Mahesh2209,Jay_1999,Won,1332,0,2003,0,Jay_1999,2003,Mahesh2209,1332,Won against very high rated player,B01,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 16:35,Standard,Scandinavian Defense,2003,16,afternoon,afternoon
1727,Dubois Arena,2020.04.07,Suraj1406,Jay_1999,Draw,2020,-1,2003,0,draw,0,draw,0,Draw Game,D37,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 16:29,Standard,Queen's Gambit Declined,,16,afternoon,afternoon
1728,Dubois Arena,2020.04.07,Jay_1999,Jay04,Won,2003,0,1298,-1,Jay_1999,2003,Jay04,1298,Won against very high rated player,D37,Time forfeit,blitz,2020.04.07,2/10/2023 16:24,Standard,Queen's Gambit Declined,2003,16,afternoon,afternoon
1729,Dubois Arena,2020.04.07,Jay_1999,kingdhaval,Lost,2011,-8,1842,8,kingdhaval,1842,Jay_1999,2011,Lost against very high rated player,A40,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 16:17,Standard,Queen's Pawn' Opening,2011,16,afternoon,afternoon
1730,Dubois Arena,2020.04.07,Mahesh2007,Jay_1999,Draw,1695,5,2015,-4,draw,0,draw,0,Draw Game,B11,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 16:03,Standard,Caro-Kann Defense,,16,afternoon,afternoon
1731,Dubois Arena,2020.04.07,Jay_1999,TheKnightingale,Won,2014,1,1630,-1,Jay_1999,2014,TheKnightingale,1630,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 15:54,Standard,London System,2015,15,afternoon,afternoon
1732,Dubois Arena,2020.04.07,Suraj1406,Jay_1999,Won,2095,-37,2001,7,Jay_1999,2001,Suraj1406,2095,Won agaist high rated player,D37,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 15:48,Standard,Queen's Gambit Declined,2008,15,afternoon,afternoon
1733,Rated Blitz game,2020.04.07,Jay_1999,easyxox,Won,2001,6,1965,-5,Jay_1999,2001,easyxox,1965,Won against Similar Rating,A46,Time forfeit,blitz,2020.04.07,2/10/2023 15:35,Standard,Queen's Pawn' Opening,2007,15,afternoon,afternoon
1734,5th Bharuch Rapid Tournament   Arena,2020.04.07,NavyaDinkar,Jay_1999,Won,1654,-5,1962,8,Jay_1999,1962,NavyaDinkar,1654,Won against very high rated player,D55,Resignation/Checkmate,rapid,2020.04.07,2/10/2023 8:21,Standard,Mixed of opening I usually not played,1970,8,morning,morning
1735,Hourly Blitz Arena,2020.04.07,Jay_1999,mortaksafia,Won,1996,5,1970,-6,Jay_1999,1996,mortaksafia,1970,Won against Similar Rating,D02,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 7:43,Standard,London System,2001,7,morning,morning
1736,Hourly Blitz Arena,2020.04.07,Jay_1999,ajdararvan,Won,1994,2,1661,-2,Jay_1999,1994,ajdararvan,1661,Won against very high rated player,A40,Resignation/Checkmate,blitz,2020.04.07,2/10/2023 7:33,Standard,Queen's Pawn' Opening,1996,7,morning,morning
1737,Hourly Blitz Arena,2020.04.07,Roberto85G,Jay_1999,Won,1690,-2,1993,1,Jay_1999,1993,Roberto85G,1690,Won against very high rated player,A18,Time forfeit,blitz,2020.04.07,2/10/2023 7:26,Standard,Mixed of opening I usually not played,1994,7,morning,morning
1738,Hourly Blitz Arena,2020.04.07,Lace,Jay_1999,Lost,2055,5,1997,-4,Lace,2055,Jay_1999,1997,Lost agaist high rated player,E10,Time forfeit,blitz,2020.04.07,2/10/2023 7:15,Standard,Queen's Pawn' Opening,1997,7,morning,morning
1739,Hourly Blitz Arena,2020.04.06,Jay_1999,jannik1111111,Won,1990,7,2078,-12,Jay_1999,1990,jannik1111111,2078,Won agaist high rated player,A03,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 21:41,Standard,Bird's Opening,1997,21,evening,evening
1740,Hourly Blitz Arena,2020.04.06,Malaga67,Jay_1999,Lost,2031,5,1995,-5,Malaga67,2031,Jay_1999,1995,Lost against Similar Rating,D53,Time forfeit,blitz,2020.04.06,2/10/2023 21:30,Standard,Mixed of opening I usually not played,1995,21,evening,evening
1741,Hourly Blitz Arena,2020.04.06,Jay_1999,reindeer2016,Won,1988,7,2091,-10,Jay_1999,1988,reindeer2016,2091,Won against very high rated player,A46,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 21:22,Standard,Queen's Pawn' Opening,1995,21,evening,evening
1742,Hourly Blitz Arena,2020.04.06,SEREBRO2,Jay_1999,Won,2013,-6,1981,7,Jay_1999,1981,SEREBRO2,2013,Won against Similar Rating,B10,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 21:17,Standard,Caro-Kann Defense,1988,21,evening,evening
1743,Hourly Blitz Arena,2020.04.06,Jay_1999,Larsenmann,Won,1974,7,2031,-6,Jay_1999,1974,Larsenmann,2031,Won agaist high rated player,A46,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 21:10,Standard,Queen's Pawn' Opening,1981,21,evening,evening
1744,Hourly Blitz Arena,2020.04.06,DR_EMPEROR,Jay_1999,Lost,1962,6,1980,-6,DR_EMPEROR,1962,Jay_1999,1980,Lost against Similar Rating,B10,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 21:02,Standard,Caro-Kann Defense,1980,21,evening,evening
1745,Rated Bullet game,2020.04.06,Jay_1999,stratosfera,Won,1717,15,1699,-5,Jay_1999,1717,stratosfera,1699,Won against Similar Rating,C40,Resignation/Checkmate,bullet,2020.04.06,2/10/2023 20:57,Standard,King's Knight Opening,1732,20,evening,evening
1746,Rated Bullet game,2020.04.06,VJ1748,Jay_1999,Lost,1720,6,1733,-16,VJ1748,1720,Jay_1999,1733,Lost against Similar Rating,A40,Resignation/Checkmate,bullet,2020.04.06,2/10/2023 14:47,Standard,Queen's Pawn' Opening,1733,14,afternoon,afternoon
1747,Rated Blitz game,2020.04.06,Jay_1999,dancingmouse,Won,1974,6,1975,-6,Jay_1999,1974,dancingmouse,1975,Won against Similar Rating,C00,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 14:37,Standard,French Defense,1980,14,afternoon,afternoon
1748,Rated Blitz game,2020.04.06,Luzhin81,Jay_1999,Won,1997,-6,1968,6,Jay_1999,1968,Luzhin81,1997,Won against Similar Rating,B01,Time forfeit,blitz,2020.04.06,2/10/2023 14:25,Standard,Scandinavian Defense,1974,14,afternoon,afternoon
1749,López Arena,2020.04.06,Jay_1999,ashish_patel11,Won,1966,2,1716,-3,Jay_1999,1966,ashish_patel11,1716,Won against very high rated player,D02,Time forfeit,blitz,2020.04.06,2/10/2023 14:07,Standard,London System,1968,14,afternoon,afternoon
1750,López Arena,2020.04.06,mohit619,Jay_1999,Won,1428,-1,1965,1,Jay_1999,1965,mohit619,1428,Won against very high rated player,B10,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 13:59,Standard,Caro-Kann Defense,1966,13,afternoon,afternoon
1751,López Arena,2020.04.06,Jay_1999,kingdhaval,Lost,1973,-8,1825,9,kingdhaval,1825,Jay_1999,1973,Lost against very high rated player,C00,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 13:47,Standard,French Defense,1973,13,afternoon,afternoon
1752,López Arena,2020.04.06,Mahesh2007,Jay_1999,Lost,1677,10,1983,-10,Mahesh2007,1677,Jay_1999,1983,Lost against very high rated player,B10,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 13:36,Standard,Caro-Kann Defense,1983,13,afternoon,afternoon
1753,López Arena,2020.04.06,Jay_1999,maheshnayak1969,Won,1983,0,1419,-1,Jay_1999,1983,maheshnayak1969,1419,Won against very high rated player,C60,Resignation/Checkmate,blitz,2020.04.06,2/10/2023 13:31,Standard,Ruy Lopez (Spanish Opening),1983,13,afternoon,afternoon
1754,Casual Blitz game,2020.04.05,Vivaan231118,Jay_1999,Won,1500,0,1983,0,Jay_1999,1983,Vivaan231118,1500,Won against very high rated player,B01,Resignation/Checkmate,blitz,2020.04.05,2/10/2023 8:00,Standard,Scandinavian Defense,,8,morning,morning
1755,Casual Rapid game,2020.04.05,Vivaan231118,Jay_1999,Won,1500,0,1962,0,Jay_1999,1962,Vivaan231118,1500,Won against very high rated player,B10,Resignation/Checkmate,rapid,2020.04.05,2/10/2023 6:37,Standard,Caro-Kann Defense,,6,morning,morning
1756,GTU Arena,2020.04.04,Ds044088,Jay_1999,Won,1643,-2,1981,2,Jay_1999,1981,Ds044088,1643,Won against very high rated player,B01,Resignation/Checkmate,blitz,2020.04.04,2/10/2023 16:54,Standard,Scandinavian Defense,1983,16,afternoon,afternoon
1757,GTU Arena,2020.04.04,Mahesh2007,Jay_1999,Won,1820,-3,1978,3,Jay_1999,1978,Mahesh2007,1820,Won against very high rated player,A06,Time forfeit,blitz,2020.04.04,2/10/2023 16:44,Standard,Nimzovich-Larsen Attack,1981,16,afternoon,afternoon
1758,GTU Arena,2020.04.04,Jay_1999,kingpatel,Won,1973,5,1867,-5,Jay_1999,1973,kingpatel,1867,Won against very high rated player,A40,Time forfeit,blitz,2020.04.04,2/10/2023 16:34,Standard,Queen's Pawn' Opening,1978,16,afternoon,afternoon
1759,GTU Arena,2020.04.04,Jay_1999,mohit619,Won,1973,0,1423,0,Jay_1999,1973,mohit619,1423,Won against very high rated player,B33,Resignation/Checkmate,blitz,2020.04.04,2/10/2023 16:25,Standard,Sicillian Defense,1973,16,afternoon,afternoon
1760,GTU Arena,2020.04.04,Chetymeck,Jay_1999,Won,1805,-3,1970,3,Jay_1999,1970,Chetymeck,1805,Won against very high rated player,D35,Resignation/Checkmate,blitz,2020.04.04,2/10/2023 16:17,Standard,Queen's Gambit Declined,1973,16,afternoon,afternoon
1761,GTU Arena,2020.04.04,brtptl72,Jay_1999,Lost,1432,420,1977,-7,brtptl72,1432,Jay_1999,1977,Lost against very high rated player,B10,Resignation/Checkmate,blitz,2020.04.04,2/10/2023 16:13,Standard,Caro-Kann Defense,1977,16,afternoon,afternoon
1762,GTU Arena,2020.04.04,Jay_1999,magnus_390,Won,1972,5,1934,-5,Jay_1999,1972,magnus_390,1934,Won against Similar Rating,A48,Resignation/Checkmate,blitz,2020.04.04,2/10/2023 16:00,Standard,"King's Indian, East Indian Defense",1977,16,afternoon,afternoon
1763,Hourly SuperBlitz Arena,2020.04.03,Jay_1999,bolbolov,Lost,1975,-3,2144,4,bolbolov,2144,Jay_1999,1975,Lost against very high rated player,A46,Time forfeit,blitz,2020.04.03,2/10/2023 19:15,Standard,Queen's Pawn' Opening,1975,19,evening,evening
1764,Hourly SuperBlitz Arena,2020.04.03,MrToneeMr,Jay_1999,Lost,2096,4,1979,-4,MrToneeMr,2096,Jay_1999,1979,Lost against very high rated player,B01,Time forfeit,blitz,2020.04.03,2/10/2023 19:08,Standard,Scandinavian Defense,1979,19,evening,evening
1765,Hourly Blitz Arena,2020.04.03,Jay_1999,R_Adja,Won,1972,7,2056,-7,Jay_1999,1972,R_Adja,2056,Won agaist high rated player,A40,Time forfeit,blitz,2020.04.03,2/10/2023 18:30,Standard,Queen's Pawn' Opening,1979,18,evening,evening
1766,Hourly Blitz Arena,2020.04.03,nasiop,Jay_1999,Won,1996,-6,1965,7,Jay_1999,1965,nasiop,1996,Won against Similar Rating,A13,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 18:19,Standard,English Opening,1972,18,evening,evening
1767,Rated Blitz game,2020.04.03,Jay_1999,rasturicic,Won,1960,5,1936,-6,Jay_1999,1960,rasturicic,1936,Won against Similar Rating,D02,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 18:01,Standard,London System,1965,18,evening,evening
1768,Rated Blitz game,2020.04.03,GeorgiTodorov54,Jay_1999,Lost,2006,5,1965,-5,GeorgiTodorov54,2006,Jay_1999,1965,Lost against Similar Rating,B15,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 17:52,Standard,Caro-Kann Defense,1965,17,afternoon,afternoon
1769,Rated Blitz game,2020.04.03,nik4,Jay_1999,Lost,1980,6,1970,-5,nik4,1980,Jay_1999,1970,Lost against Similar Rating,B01,Time forfeit,blitz,2020.04.03,2/10/2023 17:44,Standard,Scandinavian Defense,1970,17,afternoon,afternoon
1770,Rated Blitz game,2020.04.03,Jay_1999,wilfred115,Won,1965,5,1937,-5,Jay_1999,1965,wilfred115,1937,Won against Similar Rating,A22,Time forfeit,blitz,2020.04.03,2/10/2023 17:33,Standard,English Opening,1970,17,afternoon,afternoon
1771,Rated Blitz game,2020.04.03,Jay_1999,Dinislam0991,Lost,1971,-6,1982,6,Dinislam0991,1982,Jay_1999,1971,Lost against Similar Rating,A03,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 17:25,Standard,Bird's Opening,1971,17,afternoon,afternoon
1772,Rated Blitz game,2020.04.03,Jay_1999,Mouchou63,Lost,1977,-6,1911,7,Mouchou63,1911,Jay_1999,1977,Lost agaist high rated player,A03,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 17:19,Standard,Bird's Opening,1977,17,afternoon,afternoon
1773,Rated Blitz game,2020.04.03,zuzannaklara,Jay_1999,Won,2085,-8,1969,8,Jay_1999,1969,zuzannaklara,2085,Won against very high rated player,A71,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 14:57,Standard,Benoni Defense,1977,14,afternoon,afternoon
1774,Rated Blitz game,2020.04.03,ssa2973,Jay_1999,Lost,1999,13,1975,-6,ssa2973,1999,Jay_1999,1975,Lost against Similar Rating,B11,Time forfeit,blitz,2020.04.03,2/10/2023 14:48,Standard,Caro-Kann Defense,1975,14,afternoon,afternoon
1775,Rated Blitz game,2020.04.03,Jay_1999,nikqro10,Won,1969,6,1976,-6,Jay_1999,1969,nikqro10,1976,Won against Similar Rating,A02,Time forfeit,blitz,2020.04.03,2/10/2023 14:41,Standard,Bird's Opening,1975,14,afternoon,afternoon
1776,Rated Blitz game,2020.04.03,stefanobalestra,Jay_1999,Won,1949,-6,1963,6,Jay_1999,1963,stefanobalestra,1949,Won against Similar Rating,A46,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 14:38,Standard,Queen's Pawn' Opening,1969,14,afternoon,afternoon
1777,Trenchard Arena,2020.04.03,Jay_1999,mohit619,Won,1963,0,1371,0,Jay_1999,1963,mohit619,1371,Won against very high rated player,C62,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 14:25,Standard,Ruy Lopez (Spanish Opening),1963,14,afternoon,afternoon
1778,Trenchard Arena,2020.04.03,Jay_1999,kingdhaval,Won,1959,4,1805,-4,Jay_1999,1959,kingdhaval,1805,Won against very high rated player,C02,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 14:20,Standard,French Defense,1963,14,afternoon,afternoon
1779,Trenchard Arena,2020.04.03,kingdhaval,Jay_1999,Won,1808,-3,1956,3,Jay_1999,1956,kingdhaval,1808,Won against very high rated player,A43,Time forfeit,blitz,2020.04.03,2/10/2023 14:13,Standard,Old Benoni Defense,1959,14,afternoon,afternoon
1780,Trenchard Arena,2020.04.03,Jay_1999,Farp,Lost,1965,-9,1716,9,Farp,1716,Jay_1999,1965,Lost against very high rated player,D02,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 14:02,Standard,London System,1965,14,afternoon,afternoon
1781,Trenchard Arena,2020.04.03,Mahesh2209,Jay_1999,Won,1321,0,1964,1,Jay_1999,1964,Mahesh2209,1321,Won against very high rated player,B01,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 13:54,Standard,Scandinavian Defense,1965,13,afternoon,afternoon
1782,Trenchard Arena,2020.04.03,Jay_1999,mohit619,Won,1964,0,1357,0,Jay_1999,1964,mohit619,1357,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 13:47,Standard,London System,1964,13,afternoon,afternoon
1783,Trenchard Arena,2020.04.03,Jay_1999,upvats10,Won,1958,6,1937,-6,Jay_1999,1958,upvats10,1937,Won against Similar Rating,A03,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 13:43,Standard,Bird's Opening,1964,13,afternoon,afternoon
1784,Rated Blitz game,2020.04.03,udumbu,Jay_1999,Won,2017,-7,1951,7,Jay_1999,1951,udumbu,2017,Won agaist high rated player,B12,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 12:13,Standard,Caro-Kann Defense,1958,12,afternoon,afternoon
1785,Rated Blitz game,2020.04.03,prcprc2,Jay_1999,Lost,1971,5,1957,-6,prcprc2,1971,Jay_1999,1957,Lost against Similar Rating,B13,Time forfeit,blitz,2020.04.03,2/10/2023 12:01,Standard,Caro-Kann Defense,1957,12,afternoon,afternoon
1786,Rated Blitz game,2020.04.03,Chessagami,Jay_1999,Won,1925,-5,1951,6,Jay_1999,1951,Chessagami,1925,Won against Similar Rating,D35,Resignation/Checkmate,blitz,2020.04.03,2/10/2023 11:57,Standard,Queen's Gambit Declined,1957,11,morning,morning
1787,Rated Blitz game,2020.04.02,Amekkau,Jay_1999,Draw,1950,0,1951,0,draw,0,draw,0,Draw Game,B13,Resignation/Checkmate,blitz,2020.04.02,2/10/2023 9:51,Standard,Caro-Kann Defense,,9,morning,morning
1788,Inarkiev Arena,2020.04.02,Jay_1999,Jaynil_1207,Draw,1953,-2,1816,5,draw,0,draw,0,Draw Game,A40,Resignation/Checkmate,blitz,2020.04.02,2/10/2023 7:05,Standard,Queen's Pawn' Opening,,7,morning,morning
1789,Inarkiev Arena,2020.04.02,Jay_1999,mr_Ozair_Gandhi,Won,1952,1,1602,-3,Jay_1999,1952,mr_Ozair_Gandhi,1602,Won against very high rated player,B01,Time forfeit,blitz,2020.04.02,2/10/2023 6:55,Standard,Scandinavian Defense,1953,6,morning,morning
1790,Inarkiev Arena,2020.04.02,nimahi003,Jay_1999,Lost,1290,263,1961,-9,nimahi003,1290,Jay_1999,1961,Lost against very high rated player,B01,Resignation/Checkmate,blitz,2020.04.02,2/10/2023 6:45,Standard,Scandinavian Defense,1961,6,morning,morning
1791,Inarkiev Arena,2020.04.02,Jay_1999,ASHIARAV,Lost,1972,-11,1560,11,ASHIARAV,1560,Jay_1999,1972,Lost against very high rated player,A46,Resignation/Checkmate,blitz,2020.04.02,2/10/2023 6:39,Standard,Queen's Pawn' Opening,1972,6,morning,morning
1792,Maulikrawal777 Arena,2020.04.01,VarunBalupur,Jay_1999,Won,1891,-4,1967,5,Jay_1999,1967,VarunBalupur,1891,Won agaist high rated player,B10,Time forfeit,blitz,2020.04.01,2/10/2023 15:43,Standard,Caro-Kann Defense,1972,15,afternoon,afternoon
1793,Janowski Arena,2020.03.31,Jay_1999,drsnehal,Won,1960,7,2051,-9,Jay_1999,1960,drsnehal,2051,Won agaist high rated player,B02,Time forfeit,blitz,2020.03.31,2/10/2023 14:21,Standard,Scandinavian Defense,1967,14,afternoon,afternoon
1794,Janowski Arena,2020.03.31,Mahesh2007,Jay_1999,Draw,1787,3,1962,-2,draw,0,draw,0,Draw Game,A06,Resignation/Checkmate,blitz,2020.03.31,2/10/2023 14:10,Standard,Nimzovich-Larsen Attack,,14,afternoon,afternoon
1795,Janowski Arena,2020.03.31,drsnehal,Jay_1999,Lost,2043,6,1967,-5,drsnehal,2043,Jay_1999,1967,Lost agaist high rated player,D04,Time forfeit,blitz,2020.03.31,2/10/2023 13:59,Standard,Queen's Pawn' Opening,1967,13,afternoon,afternoon
1796,Janowski Arena,2020.03.31,Jay_1999,maheshnayak1969,Won,1966,1,1392,-1,Jay_1999,1966,maheshnayak1969,1392,Won against very high rated player,C60,Resignation/Checkmate,blitz,2020.03.31,2/10/2023 13:53,Standard,Ruy Lopez (Spanish Opening),1967,13,afternoon,afternoon
1797,Janowski Arena,2020.03.31,Jay_1999,drsnehal,Won,1959,7,2048,-10,Jay_1999,1959,drsnehal,2048,Won agaist high rated player,A49,Time forfeit,blitz,2020.03.31,2/10/2023 13:43,Standard,"King's Indian, East Indian Defense",1966,13,afternoon,afternoon
1798,Janowski Arena,2020.03.31,Jay04,Jay_1999,Won,1323,-1,1959,0,Jay_1999,1959,Jay04,1323,Won against very high rated player,B15,Time forfeit,blitz,2020.03.31,2/10/2023 13:36,Standard,Caro-Kann Defense,1959,13,afternoon,afternoon
1799,Janowski Arena,2020.03.31,Jay_1999,maheshnayak1969,Won,1958,1,1380,-1,Jay_1999,1958,maheshnayak1969,1380,Won against very high rated player,D07,Time forfeit,blitz,2020.03.31,2/10/2023 13:30,Standard,Mixed of opening I usually not played,1959,13,afternoon,afternoon
1800,Janowski Arena,2020.03.31,Jay_1999,Mahesh2007,Won,1955,3,1794,-3,Jay_1999,1955,Mahesh2007,1794,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.31,2/10/2023 13:27,Standard,London System,1958,13,afternoon,afternoon
1801,Aeria Arena,2020.03.31,Jay_1999,Farp,Won,1955,0,1737,0,Jay_1999,1955,Farp,1737,Won against very high rated player,D02,Time forfeit,blitz,2020.03.31,2/10/2023 8:13,Standard,London System,1955,8,morning,morning
1802,FM Sunset_Boulevard simul,2020.03.30,Jay_1999,Sunset_Boulevard,Won,2185,0,1927,0,Jay_1999,2185,Sunset_Boulevard,1927,Won against very high rated player,A49,Resignation/Checkmate,classical,2020.03.30,2/10/2023 15:05,Standard,"King's Indian, East Indian Defense",2185,15,afternoon,afternoon
1803,Rated Bullet game,2020.03.30,tuncayu,Jay_1999,Won,1646,-5,1720,13,Jay_1999,1720,tuncayu,1646,Won agaist high rated player,B12,Resignation/Checkmate,bullet,2020.03.30,2/10/2023 14:54,Standard,Caro-Kann Defense,1733,14,afternoon,afternoon
1804,Rated Bullet game,2020.03.30,vonny,Jay_1999,Won,1706,-5,1703,17,Jay_1999,1703,vonny,1706,Won against Similar Rating,D26,Time forfeit,bullet,2020.03.30,2/10/2023 14:50,Standard,Queen's Gambit Accepted,1720,14,afternoon,afternoon
1805,Rubinstein Arena,2020.03.30,Pankaj27,Jay_1999,Won,1541,-1,1954,1,Jay_1999,1954,Pankaj27,1541,Won against very high rated player,A50,Resignation/Checkmate,blitz,2020.03.30,2/10/2023 14:32,Standard,Queen's Pawn' Opening,1955,14,afternoon,afternoon
1806,Rubinstein Arena,2020.03.30,Jay_1999,Mahesh2007,Won,1950,4,1803,-3,Jay_1999,1950,Mahesh2007,1803,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.30,2/10/2023 14:22,Standard,London System,1954,14,afternoon,afternoon
1807,Rubinstein Arena,2020.03.30,Jay_1999,Axsp123,Won,1949,1,1540,-1,Jay_1999,1949,Axsp123,1540,Won against very high rated player,D02,Resignation/Checkmate,blitz,2020.03.30,2/10/2023 14:14,Standard,London System,1950,14,afternoon,afternoon
