,event,date_played,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,Opening,myrating,hour,time_of_day,type of game
2678,Rated Classical game,2017.08.06,Jay_1999,rajan5479,Won,1951,2,1459,-27,Jay_1999,1951,rajan5479,1459,Won against very high rated player,D55,Resignation/Checkmate,classical,2017.08.06,2/10/2023 7:27,Standard,Mixed of opening I usually not played,1953,7,morning,morning
2679,Rated Blitz game,2017.08.06,rajan5479,Jay_1999,Won,1553,-33,1736,6,Jay_1999,1736,rajan5479,1553,Won against very high rated player,C00,Resignation/Checkmate,blitz,2017.08.06,2/10/2023 7:21,Standard,French Defense,1742,7,morning,morning
2680,Rated Rapid game,2017.08.06,Jay_1999,rajan5479,Won,1948,3,1500,-41,Jay_1999,1948,rajan5479,1500,Won against very high rated player,C60,Resignation/Checkmate,rapid,2017.08.06,2/10/2023 6:46,Standard,Ruy Lopez (Spanish Opening),1951,6,morning,morning
2681,Yusupov Arena,2017.08.01,HusseinSalama,Jay_1999,Lost,1614,17,1751,-15,HusseinSalama,1614,Jay_1999,1751,Lost against very high rated player,C00,Resignation/Checkmate,blitz,2017.08.01,2/10/2023 16:02,Standard,French Defense,1751,16,afternoon,afternoon
2682,Yusupov Arena,2017.08.01,Jay_1999,sa3d_Jab,Won,1735,16,1896,-19,Jay_1999,1735,sa3d_Jab,1896,Won against very high rated player,C65,Time forfeit,blitz,2017.08.01,2/10/2023 15:52,Standard,Ruy Lopez (Spanish Opening),1751,15,afternoon,afternoon
2683,Rated Rapid game,2017.07.27,harsh108,Jay_1999,Lost,1811,20,1965,-17,harsh108,1811,Jay_1999,1965,Lost against very high rated player,C02,Resignation/Checkmate,rapid,2017.07.27,2/10/2023 4:27,Standard,French Defense,1965,4,night,night
2684,Owen Arena,2017.07.26,salama122,Jay_1999,Lost,2045,4,1738,-3,salama122,2045,Jay_1999,1738,Lost against very high rated player,B12,Resignation/Checkmate,blitz,2017.07.26,2/10/2023 14:35,Standard,Caro-Kann Defense,1738,14,afternoon,afternoon
2685,Owen Arena,2017.07.26,Jay_1999,GoOsECrOsSThERoAd,Won,1722,16,1921,-26,Jay_1999,1722,GoOsECrOsSThERoAd,1921,Won against very high rated player,C01,Resignation/Checkmate,blitz,2017.07.26,2/10/2023 14:28,Standard,French Defense,1738,14,afternoon,afternoon
2686,Owen Arena,2017.07.26,Erhail,Jay_1999,Won,1257,-8,1720,2,Jay_1999,1720,Erhail,1257,Won against very high rated player,C20,Time forfeit,blitz,2017.07.26,2/10/2023 14:21,Standard,King's Pawn Opening,1722,14,afternoon,afternoon
2687,Owen Arena,2017.07.26,Jay_1999,Fady_33,Won,1713,7,1570,-7,Jay_1999,1713,Fady_33,1570,Won against very high rated player,B54,Resignation/Checkmate,blitz,2017.07.26,2/10/2023 14:14,Standard,Sicillian Defense,1720,14,afternoon,afternoon
2688,Owen Arena,2017.07.26,SYR_chess,Jay_1999,Won,1863,-17,1698,15,Jay_1999,1698,SYR_chess,1863,Won against very high rated player,D55,Time forfeit,blitz,2017.07.26,2/10/2023 14:06,Standard,Mixed of opening I usually not played,1713,14,afternoon,afternoon
2689,Owen Arena,2017.07.26,abdalkader,Jay_1999,Lost,1832,8,1705,-7,abdalkader,1832,Jay_1999,1705,Lost against very high rated player,C02,Resignation/Checkmate,blitz,2017.07.26,2/10/2023 13:57,Standard,French Defense,1705,13,afternoon,afternoon
2690,Hourly Classical Arena,2017.07.25,Jay_1999,Giin0,Lost,1980,-15,1905,14,Giin0,1905,Jay_1999,1980,Lost agaist high rated player,C41,Resignation/Checkmate,rapid,2017.07.25,2/10/2023 10:32,Standard,Philidor's Defense,1980,10,morning,morning
2691,Hourly Classical Arena,2017.07.25,Mr_Poleanu,Jay_1999,Lost,1889,15,1997,-17,Mr_Poleanu,1889,Jay_1999,1997,Lost against very high rated player,A45,Time forfeit,rapid,2017.07.25,2/10/2023 10:25,Standard,Queen's Pawn' Opening,1997,10,morning,morning
2692,Hourly Classical Arena,2017.07.25,Jay_1999,leowaiet96,Won,1994,3,1640,-3,Jay_1999,1994,leowaiet96,1640,Won against very high rated player,C63,Resignation/Checkmate,rapid,2017.07.25,2/10/2023 10:20,Standard,Ruy Lopez (Spanish Opening),1997,10,morning,morning
2693,Hourly Classical Arena,2017.07.25,Jay_1999,ht_xxx,Won,1992,2,1556,-2,Jay_1999,1992,ht_xxx,1556,Won against very high rated player,B01,Resignation/Checkmate,rapid,2017.07.25,2/10/2023 10:14,Standard,Scandinavian Defense,1994,10,morning,morning
2694,Hourly Classical Arena,2017.07.25,vovak,Jay_1999,Lost,2022,12,2003,-11,vovak,2022,Jay_1999,2003,Lost against Similar Rating,C00,Resignation/Checkmate,rapid,2017.07.25,2/10/2023 10:06,Standard,French Defense,2003,10,morning,morning
2695,Rated Blitz game,2017.07.20,Jay_1999,phoenixone,Lost,1715,-10,1500,316,phoenixone,1500,Jay_1999,1715,Lost against very high rated player,B54,Resignation/Checkmate,blitz,2017.07.20,2/10/2023 13:43,Standard,Sicillian Defense,1715,13,afternoon,afternoon
2696,Rated Rapid game,2017.07.20,Jay_1999,phoenixone,Won,2000,3,1639,-3,Jay_1999,2000,phoenixone,1639,Won against very high rated player,B22,Resignation/Checkmate,rapid,2017.07.20,2/10/2023 13:30,Standard,Sicillian Defense,2003,13,afternoon,afternoon
2697,Rated Rapid game,2017.07.20,phoenixone,Jay_1999,Lost,1620,19,2023,-23,phoenixone,1620,Jay_1999,2023,Lost against very high rated player,D05,Resignation/Checkmate,rapid,2017.07.20,2/10/2023 13:13,Standard,Queen's Pawn' Opening,2023,13,afternoon,afternoon
2698,≤2000 SuperBlitz Arena,2017.07.17,Jay_1999,FraszczakRenaud,Lost,1725,-10,1748,10,FraszczakRenaud,1748,Jay_1999,1725,Lost against Similar Rating,A57,Resignation/Checkmate,blitz,2017.07.17,2/10/2023 14:28,Standard,Benko Gambit,1725,14,afternoon,afternoon
2699,≤2000 SuperBlitz Arena,2017.07.17,Jay_1999,xyane,Lost,1733,-8,1834,8,xyane,1834,Jay_1999,1733,Lost against very high rated player,C67,Resignation/Checkmate,blitz,2017.07.17,2/10/2023 14:22,Standard,Ruy Lopez (Spanish Opening),1733,14,afternoon,afternoon
2700,Rated Blitz game,2017.07.17,uniac,Jay_1999,Lost,1746,10,1744,-11,uniac,1746,Jay_1999,1744,Lost against Similar Rating,B18,Time forfeit,blitz,2017.07.17,2/10/2023 5:31,Standard,Caro-Kann Defense,1744,5,night,night
2701,Rated Blitz game,2017.07.15,Jay_1999,miller553011,Lost,1758,-14,1652,15,miller553011,1652,Jay_1999,1758,Lost against very high rated player,B27,Time forfeit,blitz,2017.07.15,2/10/2023 8:06,Standard,Sicillian Defense,1758,8,morning,morning
2702,Rated Blitz game,2017.07.13,cassoulet,Jay_1999,Lost,1767,11,1769,-11,cassoulet,1767,Jay_1999,1769,Lost against Similar Rating,B12,Resignation/Checkmate,blitz,2017.07.13,2/10/2023 8:35,Standard,Caro-Kann Defense,1769,8,morning,morning
2703,Rated Blitz game,2017.07.13,Jay_1999,ante1965,Won,1763,6,1592,-6,Jay_1999,1763,ante1965,1592,Won against very high rated player,B22,Time forfeit,blitz,2017.07.13,2/10/2023 8:18,Standard,Sicillian Defense,1769,8,morning,morning
2704,Rated Blitz game,2017.07.10,Refultine,Jay_1999,Lost,1895,8,1770,-7,Refultine,1895,Jay_1999,1770,Lost against very high rated player,B18,Resignation/Checkmate,blitz,2017.07.10,2/10/2023 10:43,Standard,Caro-Kann Defense,1770,10,morning,morning
2705,Rated Blitz game,2017.07.10,Jay_1999,Refultine,Lost,1777,-7,1888,7,Refultine,1888,Jay_1999,1777,Lost against very high rated player,B50,Resignation/Checkmate,blitz,2017.07.10,2/10/2023 10:28,Standard,Sicillian Defense,1777,10,morning,morning
2706,Rated Blitz game,2017.07.10,Refultine,Jay_1999,Won,1903,-15,1762,15,Jay_1999,1762,Refultine,1903,Won against very high rated player,B18,Time forfeit,blitz,2017.07.10,2/10/2023 10:16,Standard,Caro-Kann Defense,1777,10,morning,morning
2707,Rated Blitz game,2017.07.07,KashishGandhi,Jay_1999,Draw,1849,-3,1760,2,draw,0,draw,0,Draw Game,B33,Resignation/Checkmate,blitz,2017.07.07,2/10/2023 10:36,Standard,Sicillian Defense,,10,morning,morning
2708,Rated Blitz game,2017.07.07,k-habib,Jay_1999,Lost,1773,10,1770,-10,k-habib,1773,Jay_1999,1770,Lost against Similar Rating,D53,Resignation/Checkmate,blitz,2017.07.07,2/10/2023 6:30,Standard,Mixed of opening I usually not played,1770,6,morning,morning
2709,Rated Blitz game,2017.07.07,harsh108,Jay_1999,Won,1572,-5,1765,5,Jay_1999,1765,harsh108,1572,Won against very high rated player,C02,Time forfeit,blitz,2017.07.07,2/10/2023 6:14,Standard,French Defense,1770,6,morning,morning
2710,Rated Blitz game,2017.07.07,Jay_1999,harsh108,Won,1759,6,1578,-6,Jay_1999,1759,harsh108,1578,Won against very high rated player,B00,Resignation/Checkmate,blitz,2017.07.07,2/10/2023 6:11,Standard,Mixed of opening I usually not played,1765,6,morning,morning
2711,Rated Blitz game,2017.07.04,dormidon8,Jay_1999,Lost,1762,11,1770,-11,dormidon8,1762,Jay_1999,1770,Lost against Similar Rating,C00,Time forfeit,blitz,2017.07.04,2/10/2023 6:29,Standard,French Defense,1770,6,morning,morning
2712,Rated Rapid game,2017.07.02,Jay_1999,jameleddine,Lost,2042,-19,1814,17,jameleddine,1814,Jay_1999,2042,Lost against very high rated player,A40,Resignation/Checkmate,rapid,2017.07.02,2/10/2023 13:25,Standard,Queen's Pawn' Opening,2042,13,afternoon,afternoon
2713,Rated Rapid game,2017.07.02,Jay_1999,TheKratos,Won,2031,11,1990,-10,Jay_1999,2031,TheKratos,1990,Won against Similar Rating,B50,Resignation/Checkmate,rapid,2017.07.02,2/10/2023 13:14,Standard,Sicillian Defense,2042,13,afternoon,afternoon
2714,Rated Rapid game,2017.07.02,dmobile,Jay_1999,Won,2048,-12,2018,13,Jay_1999,2018,dmobile,2048,Won against Similar Rating,B13,Time forfeit,rapid,2017.07.02,2/10/2023 13:00,Standard,Caro-Kann Defense,2031,13,afternoon,afternoon
2715,Rated Blitz game,2017.06.24,Jay_1999,Jonas_8,Lost,1780,-10,1808,9,Jonas_8,1808,Jay_1999,1780,Lost against Similar Rating,C60,Resignation/Checkmate,blitz,2017.06.24,2/10/2023 18:09,Standard,Ruy Lopez (Spanish Opening),1780,18,evening,evening
2716,Rated Blitz game,2017.06.08,Jay_1999,ArashEvilxxxxxx,Lost,1789,-9,1865,8,ArashEvilxxxxxx,1865,Jay_1999,1789,Lost agaist high rated player,B22,Resignation/Checkmate,blitz,2017.06.08,2/10/2023 9:06,Standard,Sicillian Defense,1789,9,morning,morning
2717,Rated Blitz game,2017.05.11,SaVaT,Jay_1999,Lost,1809,73,1798,-9,SaVaT,1809,Jay_1999,1798,Lost against Similar Rating,B13,Resignation/Checkmate,blitz,2017.05.11,2/10/2023 5:51,Standard,Caro-Kann Defense,1798,5,night,night
2718,Rated Blitz game,2017.05.04,manets,Jay_1999,Won,1741,-10,1789,9,Jay_1999,1789,manets,1741,Won against Similar Rating,B18,Resignation/Checkmate,blitz,2017.05.04,2/10/2023 16:31,Standard,Caro-Kann Defense,1798,16,afternoon,afternoon
2719,Rated Blitz game,2017.05.03,philippe66,Jay_1999,Won,1789,-11,1777,12,Jay_1999,1777,philippe66,1789,Won against Similar Rating,B10,Resignation/Checkmate,blitz,2017.05.03,2/10/2023 8:28,Standard,Caro-Kann Defense,1789,8,morning,morning
2720,Rated Blitz game,2017.05.02,Jay_1999,lozanoc13,Lost,1787,-10,1827,10,lozanoc13,1827,Jay_1999,1787,Lost against Similar Rating,B40,Resignation/Checkmate,blitz,2017.05.02,2/10/2023 5:48,Standard,Sicillian Defense,1787,5,night,night
2721,Rated Rapid game,2017.04.16,Jay_1999,Radical87,Lost,2028,-10,2093,9,Radical87,2093,Jay_1999,2028,Lost agaist high rated player,B06,Resignation/Checkmate,rapid,2017.04.16,2/10/2023 15:04,Standard,Mixed of opening I usually not played,2028,15,afternoon,afternoon
2722,Rated Blitz game,2017.04.07,reddragon97,Jay_1999,Won,1758,-10,1777,10,Jay_1999,1777,reddragon97,1758,Won against Similar Rating,C00,Resignation/Checkmate,blitz,2017.04.07,2/10/2023 12:47,Standard,French Defense,1787,12,afternoon,afternoon
2723,Rated Blitz game,2017.04.07,ShikoBella,Jay_1999,Won,1755,-10,1766,11,Jay_1999,1766,ShikoBella,1755,Won against Similar Rating,C10,Resignation/Checkmate,blitz,2017.04.07,2/10/2023 12:43,Standard,French Defense,1777,12,afternoon,afternoon
2724,Rated Blitz game,2017.04.07,Jay_1999,ShikoBella,Lost,1778,-12,1744,11,ShikoBella,1744,Jay_1999,1778,Lost against Similar Rating,C41,Resignation/Checkmate,blitz,2017.04.07,2/10/2023 12:33,Standard,Philidor's Defense,1778,12,afternoon,afternoon
2725,Rated Blitz game,2017.04.02,pawnfractal,Jay_1999,Won,1743,-10,1768,10,Jay_1999,1768,pawnfractal,1743,Won against Similar Rating,E10,Resignation/Checkmate,blitz,2017.04.02,2/10/2023 15:25,Standard,Queen's Pawn' Opening,1778,15,afternoon,afternoon
2726,Rated Blitz game,2017.04.02,Jay_1999,TorontoCanada,Lost,1778,-10,1803,10,TorontoCanada,1803,Jay_1999,1778,Lost against Similar Rating,B00,Resignation/Checkmate,blitz,2017.04.02,2/10/2023 11:35,Standard,Mixed of opening I usually not played,1778,11,morning,morning
2727,Rated Blitz game,2017.04.02,Jay_1999,is111,Won,1768,10,1740,-9,Jay_1999,1768,is111,1740,Won against Similar Rating,C66,Resignation/Checkmate,blitz,2017.04.02,2/10/2023 11:26,Standard,Ruy Lopez (Spanish Opening),1778,11,morning,morning
2728,Rated Blitz game,2017.04.02,drugAddicted,Jay_1999,Won,1759,-10,1757,11,Jay_1999,1757,drugAddicted,1759,Won against Similar Rating,B10,Resignation/Checkmate,blitz,2017.04.02,2/10/2023 11:16,Standard,Caro-Kann Defense,1768,11,morning,morning
2729,Rated Blitz game,2017.04.02,Jay_1999,elvisrosso,Lost,1767,-10,1789,10,elvisrosso,1789,Jay_1999,1767,Lost against Similar Rating,B34,Resignation/Checkmate,blitz,2017.04.02,2/10/2023 9:41,Standard,Sicillian Defense,1767,9,morning,morning
2730,Rated Blitz game,2017.04.02,grhymn,Jay_1999,Won,1819,-12,1754,13,Jay_1999,1754,grhymn,1819,Won agaist high rated player,A50,Resignation/Checkmate,blitz,2017.04.02,2/10/2023 9:04,Standard,Queen's Pawn' Opening,1767,9,morning,morning
2731,Rated Rapid game,2017.04.01,Bigcaptain,Jay_1999,Won,1937,-8,2018,10,Jay_1999,2018,Bigcaptain,1937,Won agaist high rated player,B18,Resignation/Checkmate,rapid,2017.04.01,2/10/2023 9:34,Standard,Caro-Kann Defense,2028,9,morning,morning
2732,Casual Rapid game,2017.03.29,Jay_1999,AnakBaikHati,Won,2018,0,1621,0,Jay_1999,2018,AnakBaikHati,1621,Won against very high rated player,B30,Resignation/Checkmate,rapid,2017.03.29,2/10/2023 6:27,Standard,Sicillian Defense,,6,morning,morning
2733,Casual Rapid game,2017.03.29,AnakBaikHati,Jay_1999,Lost,1621,0,2018,0,AnakBaikHati,1621,Jay_1999,2018,Lost against very high rated player,D35,Resignation/Checkmate,rapid,2017.03.29,2/10/2023 6:17,Standard,Queen's Gambit Declined,,6,morning,morning
2734,Rated Blitz game,2017.03.28,stevekesti,Jay_1999,Won,1770,-12,1742,12,Jay_1999,1742,stevekesti,1770,Won against Similar Rating,A06,Time forfeit,blitz,2017.03.28,2/10/2023 16:50,Standard,Nimzovich-Larsen Attack,1754,16,afternoon,afternoon
2735,Rated Blitz game,2017.03.28,Jay_1999,stevekesti,Lost,1753,-11,1759,11,stevekesti,1759,Jay_1999,1753,Lost against Similar Rating,B08,Resignation/Checkmate,blitz,2017.03.28,2/10/2023 16:40,Standard,Mixed of opening I usually not played,1753,16,afternoon,afternoon
2736,Rated Blitz game,2017.03.28,stevekesti,Jay_1999,Draw,1760,-1,1753,0,draw,0,draw,0,Draw Game,A04,Resignation/Checkmate,blitz,2017.03.28,2/10/2023 16:28,Standard,Reti Opening,,16,afternoon,afternoon
2737,Rated Blitz game,2017.03.28,KashishGandhi,Jay_1999,Won,1815,-14,1739,14,Jay_1999,1739,KashishGandhi,1815,Won agaist high rated player,C02,Resignation/Checkmate,blitz,2017.03.28,2/10/2023 15:47,Standard,French Defense,1753,15,afternoon,afternoon
2738,Rated Bullet game,2017.03.28,Jay_1999,clari,Draw,1719,0,1721,0,draw,0,draw,0,Draw Game,B07,Resignation/Checkmate,bullet,2017.03.28,2/10/2023 13:22,Standard,Mixed of opening I usually not played,,13,afternoon,afternoon
2739,Rated Bullet game,2017.03.28,arvind1sv,Jay_1999,Lost,1730,10,1730,-11,arvind1sv,1730,Jay_1999,1730,Lost against Similar Rating,A45,Resignation/Checkmate,bullet,2017.03.28,2/10/2023 13:17,Standard,Queen's Pawn' Opening,1730,13,afternoon,afternoon
2740,Rated Bullet game,2017.03.28,Jay_1999,arvind1sv,Won,1718,12,1741,-11,Jay_1999,1718,arvind1sv,1741,Won against Similar Rating,D11,Resignation/Checkmate,bullet,2017.03.28,2/10/2023 13:13,Standard,Mixed of opening I usually not played,1730,13,afternoon,afternoon
2741,Rated Bullet game,2017.03.28,slishrick,Jay_1999,Lost,1733,10,1729,-11,slishrick,1733,Jay_1999,1729,Lost against Similar Rating,C00,Time forfeit,bullet,2017.03.28,2/10/2023 13:04,Standard,French Defense,1729,13,afternoon,afternoon
2742,Rated Bullet game,2017.03.28,MJ01LN1R,Jay_1999,Won,1792,-13,1716,13,Jay_1999,1716,MJ01LN1R,1792,Won agaist high rated player,C02,Resignation/Checkmate,bullet,2017.03.28,2/10/2023 11:49,Standard,French Defense,1729,11,morning,morning
2743,Rated Blitz game,2017.03.28,J34n,Jay_1999,Won,1972,-17,1720,19,Jay_1999,1720,J34n,1972,Won against very high rated player,C10,Resignation/Checkmate,blitz,2017.03.28,2/10/2023 11:38,Standard,French Defense,1739,11,morning,morning
2744,Rated Blitz game,2017.03.28,Jay_1999,quigli,Won,1706,14,1779,-12,Jay_1999,1706,quigli,1779,Won agaist high rated player,B01,Resignation/Checkmate,blitz,2017.03.28,2/10/2023 10:11,Standard,Scandinavian Defense,1720,10,morning,morning
2745,Rated Blitz game,2017.03.27,robot139,Jay_1999,Won,1838,-15,1690,16,Jay_1999,1690,robot139,1838,Won against very high rated player,C00,Time forfeit,blitz,2017.03.27,2/10/2023 5:45,Standard,French Defense,1706,5,night,night
2746,Rated Blitz game,2017.03.26,Jay_1999,FrabellDifficult,Lost,1699,-9,1797,10,FrabellDifficult,1797,Jay_1999,1699,Lost agaist high rated player,B30,Resignation/Checkmate,blitz,2017.03.26,2/10/2023 8:51,Standard,Sicillian Defense,1699,8,morning,morning
2747,Rated Blitz game,2017.03.26,FrabellDifficult,Jay_1999,Lost,1787,10,1708,-9,FrabellDifficult,1787,Jay_1999,1708,Lost agaist high rated player,E10,Resignation/Checkmate,blitz,2017.03.26,2/10/2023 8:43,Standard,Queen's Pawn' Opening,1708,8,morning,morning
2748,Rated Blitz game,2017.03.26,Jay_1999,FrabellDifficult,Lost,1717,-9,1776,11,FrabellDifficult,1776,Jay_1999,1717,Lost agaist high rated player,C01,Resignation/Checkmate,blitz,2017.03.26,2/10/2023 8:36,Standard,French Defense,1717,8,morning,morning
2749,Rated Blitz game,2017.03.26,Jay_1999,Olympus_Mons,Won,1704,13,1749,-13,Jay_1999,1704,Olympus_Mons,1749,Won against Similar Rating,B01,Time forfeit,blitz,2017.03.26,2/10/2023 8:20,Standard,Scandinavian Defense,1717,8,morning,morning
2750,Rated Blitz game,2017.03.26,IMADI0077,Jay_1999,Lost,1840,7,1712,-8,IMADI0077,1840,Jay_1999,1712,Lost against very high rated player,D32,Resignation/Checkmate,blitz,2017.03.26,2/10/2023 4:55,Standard,Queen's Gambit Declined,1712,4,night,night
2751,Rated Bullet game,2017.03.25,Jay_1999,syl69,Won,1701,15,1785,-13,Jay_1999,1701,syl69,1785,Won agaist high rated player,B12,Resignation/Checkmate,bullet,2017.03.25,2/10/2023 11:18,Standard,Caro-Kann Defense,1716,11,morning,morning
2752,Rated Bullet game,2017.03.25,syl69,Jay_1999,Lost,1777,8,1711,-10,syl69,1777,Jay_1999,1711,Lost agaist high rated player,C00,Resignation/Checkmate,bullet,2017.03.25,2/10/2023 11:16,Standard,French Defense,1711,11,morning,morning
2753,Rated Bullet game,2017.03.25,Jay_1999,syl69,Won,1696,15,1790,-13,Jay_1999,1696,syl69,1790,Won agaist high rated player,B30,Resignation/Checkmate,bullet,2017.03.25,2/10/2023 11:14,Standard,Sicillian Defense,1711,11,morning,morning
2754,Rated Bullet game,2017.03.25,syl69,Jay_1999,Lost,1782,8,1705,-9,syl69,1782,Jay_1999,1705,Lost agaist high rated player,C00,Resignation/Checkmate,bullet,2017.03.25,2/10/2023 11:09,Standard,French Defense,1705,11,morning,morning
2755,Rated Blitz game,2017.03.25,Jay_1999,KashishGandhi,Lost,1720,-8,1826,8,KashishGandhi,1826,Jay_1999,1720,Lost against very high rated player,B22,Resignation/Checkmate,blitz,2017.03.25,2/10/2023 9:13,Standard,Sicillian Defense,1720,9,morning,morning
2756,Rated Blitz game,2017.03.25,KashishGandhi,Jay_1999,Won,1841,-15,1704,16,Jay_1999,1704,KashishGandhi,1841,Won against very high rated player,C00,Resignation/Checkmate,blitz,2017.03.25,2/10/2023 8:58,Standard,French Defense,1720,8,morning,morning
2757,Casual Blitz game,2017.03.25,Jay_1999,KashishGandhi,Won,1704,0,1841,0,Jay_1999,1704,KashishGandhi,1841,Won against very high rated player,B50,Resignation/Checkmate,blitz,2017.03.25,2/10/2023 8:33,Standard,Sicillian Defense,,8,morning,morning
2758,Rated Rapid game,2017.03.24,Jay_1999,Bano,Won,2009,9,1916,-8,Jay_1999,2009,Bano,1916,Won agaist high rated player,B00,Resignation/Checkmate,rapid,2017.03.24,2/10/2023 15:20,Standard,Mixed of opening I usually not played,2018,15,afternoon,afternoon
2759,Rated Blitz game,2017.03.23,Jay_1999,Aawlbt,Won,1690,14,1730,-12,Jay_1999,1690,Aawlbt,1730,Won against Similar Rating,B50,Resignation/Checkmate,blitz,2017.03.23,2/10/2023 5:47,Standard,Sicillian Defense,1704,5,night,night
